"","upedon","MO.x","MOGr.x","LU.x","MOGrLU.x","rcasiteid.x","SOCstock100","TSNstock100","lat","long"
"2938","C0915F071",9,915,"F","0915F","C0915F07",66.0684396351802,6.96878592791876,30.52,-93.07
"2939","C0915F081",9,915,"F","0915F","C0915F08",58.3145019216721,9.59322931592958,33.24,-95.02
"2940","C0915F101",9,915,"F","0915F","C0915F10",121.456265944281,13.7657263756404,31.56,-95.82
"2941","C0915P031",9,915,"P","0915P","C0915P03",95.1822148883152,9.79416154194157,30.77,-93.22
"2942","C0915P041",9,915,"P","0915P","C0915P04",56.5989899352455,8.47576846053294,33.25,-94.94
"2943","C0915P061",9,915,"P","0915P","C0915P06",46.9681718504738,7.24715616673333,30.46,-93.35
"2944","C0915P071",9,915,"P","0915P","C0915P07",82.61787146519,10.4015913235238,31.05,-96.04
"2945","C0915P081",9,915,"P","0915P","C0915P08",30.1896422953766,5.00075872978194,33.78,-95.98
"2946","C0915P091",9,915,"P","0915P","C0915P09",50.0034388511009,7.21290790410663,30.21,-96.06
"2947","C0915P101",9,915,"P","0915P","C0915P10",27.2724652297461,3.75145112270561,33.84,-95.17
"2948","C0915R011",9,915,"R","0915R","C0915R01",24.5217466281492,7.95942251893305,29.37,-96.88
"2949","C0915R021",9,915,"R","0915R","C0915R02",60.8388842522696,8.45302730709319,28.94,-96.88
"2950","C0915R031",9,915,"R","0915R","C0915R03",43.0622803411538,3.90307310112139,28.77,-97.18
"2951","C0915R061",9,915,"R","0915R","C0915R06",76.4424213717434,9.98721762811732,28.58,-97.21
"2952","C0915R101",9,915,"R","0915R","C0915R10",15.4005886519198,4.46579275559537,29.33,-96.56
"2953","C1001C011",10,1001,"C","1001C","C1001C01",41.9313277359948,2.73957425834091,43.39,-92.14
"2954","C1001C031",10,1001,"C","1001C","C1001C03",107.329872607257,11.4094744805678,42.69,-89.77
"2955","C1001C041",10,1001,"C","1001C","C1001C04",29.1953099421223,2.96069032490453,42.29,-90.93
"2956","C1001C051",10,1001,"C","1001C","C1001C05",135.076207395097,17.1877082094918,46.84,-96.32
"2957","C1001C061",10,1001,"C","1001C","C1001C06",139.417418370378,10.0172975402276,45.8,-86.86
"2958","C1001C071",10,1001,"C","1001C","C1001C07",67.363397150996,6.6333038938078,43.92,-92.62
"2959","C1001F011",10,1001,"F","1001F","C1001F01",79.3373170192916,6.34435935719259,42.4,-90.27
"2960","C1001F021",10,1001,"F","1001F","C1001F02",80.7438139330242,7.81370978959836,42,-90.19
"2961","C1001F031",10,1001,"F","1001F","C1001F03",82.4336218046906,13.8180461713043,43.32,-91.64
"2962","C1001F041",10,1001,"F","1001F","C1001F04",52.7703800495058,2.90862297395372,47.47,-87.91
"2963","C1001F051",10,1001,"F","1001F","C1001F05",120.531560343489,10.9120192891185,42.24,-90.8
"2964","C1001F061",10,1001,"F","1001F","C1001F06",78.7436341892232,7.72235057245222,41.07,-91.75
"2965","C1001P021",10,1001,"P","1001P","C1001P02",149.689176327441,16.1210524392185,42.06,-90.89
"2966","C1001P031",10,1001,"P","1001P","C1001P03",82.4508242834614,6.57951036695681,45.62,-95.56
"2967","C1001P041",10,1001,"P","1001P","C1001P04",66.0399973052871,7.35064173882133,42.57,-90.78
"2968","C1001P051",10,1001,"P","1001P","C1001P05",83.6929659824454,6.98683427569812,45.7,-87.64
"2969","C1001P061",10,1001,"P","1001P","C1001P06",99.3419134226343,10.7882304344581,42.02,-90.53
"2970","C1001P071",10,1001,"P","1001P","C1001P07",76.6276447968776,12.2999043858603,42.01,-90.79
"2971","C1001P091",10,1001,"P","1001P","C1001P09",98.9019420099879,10.8082105750351,42.55,-90.77
"2972","C1001W011",10,1001,"W","1001W","C1001W01",245.279864950235,12.3724767041834,45.78,-86.81
"2973","C1001X011",10,1001,"X","1001X","C1001X01",77.8396724073532,7.15798626129995,44.16,-92.56
"2974","C1001X021",10,1001,"X","1001X","C1001X02",114.39264948158,10.7332132866827,45.96,-95.79
"2975","C1001X031",10,1001,"X","1001X","C1001X03",41.9533308312821,4.71573237639682,42.58,-90.92
"2976","C1002C021",10,1002,"C","1002C","C1002C02",127.323451782243,10.3866869618648,40.6,-93.25
"2977","C1002C031",10,1002,"C","1002C","C1002C03",211.339628535262,17.651426833554,40.16,-95.02
"2978","C1002C041",10,1002,"C","1002C","C1002C04",199.113520034199,17.4752555721538,44.2,-95.08
"2979","C1002C051",10,1002,"C","1002C","C1002C05",153.618994636909,11.8303541142863,42.56,-94.24
"2981","C1002C081",10,1002,"C","1002C","C1002C08",120.06959208079,14.019547898662,40.95,-91.52
"2982","C1002C091",10,1002,"C","1002C","C1002C09",153.207746332527,23.4340650985375,41.34,-93.26
"2983","C1002C101",10,1002,"C","1002C","C1002C10",228.781370003001,30.7269277408725,44.37,-93.81
"2984","C1002C111",10,1002,"C","1002C","C1002C11",338.365329093536,29.6466062385946,42.44,-91.68
"2985","C1002C121",10,1002,"C","1002C","C1002C12",157.034393823255,25.6682374325955,41.64,-94.07
"2986","C1002C131",10,1002,"C","1002C","C1002C13",236.348194066915,33.7549825759749,44.16,-94.47
"2987","C1002C161",10,1002,"C","1002C","C1002C16",128.776709109276,10.5970018960803,41.82,-94.07
"2989","C1002C181",10,1002,"C","1002C","C1002C18",117.446025206277,10.3759066879564,43.77,-94.8
"2990","C1002C191",10,1002,"C","1002C","C1002C19",156.789386733106,24.4365044381859,44.64,-94.42
"2991","C1002C201",10,1002,"C","1002C","C1002C20",204.005612770543,17.4174182397733,43.25,-94.16
"2992","C1002C211",10,1002,"C","1002C","C1002C21",206.972526060847,25.9806455854587,41.17,-94.36
"2993","C1002C221",10,1002,"C","1002C","C1002C22",54.6003642045641,4.21099470577929,41.42,-91.66
"2994","C1002C231",10,1002,"C","1002C","C1002C23",126.206921868602,11.0037750027209,40.98,-92.03
"2995","C1002C241",10,1002,"C","1002C","C1002C24",209.809334478776,48.6387113886106,41.07,-91.51
"2996","C1002C261",10,1002,"C","1002C","C1002C26",105.459980008792,8.09095717554704,43.53,-93.18
"2997","C1002C291",10,1002,"C","1002C","C1002C29",146.945755112593,13.5037445276879,41.26,-91.91
"2998","C1002F011",10,1002,"F","1002F","C1002F01",123.893595310867,17.332229499553,39.42,-94.02
"2999","C1002F021",10,1002,"F","1002F","C1002F02",146.225935682847,12.0137941407874,40.57,-92.31
"3000","C1002F051",10,1002,"F","1002F","C1002F05",78.5788899425273,8.56720358913349,40.19,-92.66
"3001","C1002F091",10,1002,"F","1002F","C1002F09",105.885718369785,8.25322446206421,40.08,-94.69
"3002","C1002F101",10,1002,"F","1002F","C1002F10",145.155189875472,49.8598846397362,43.33,-92.55
"3003","C1002P011",10,1002,"P","1002P","C1002P01",159.90445436934,19.1168538165105,40.26,-92.13
"3004","C1002P021",10,1002,"P","1002P","C1002P02",124.464119569059,29.7569573160189,40.22,-92.01
"3005","C1002P031",10,1002,"P","1002P","C1002P03",120.136352230181,24.558904564403,41,-93.44
"3006","C1002P051",10,1002,"P","1002P","C1002P05",137.035122536401,26.9653335435994,40.28,-92.15
"3007","C1002P061",10,1002,"P","1002P","C1002P06",74.4383132117461,5.92964154899705,41.96,-97.43
"3008","C1002P081",10,1002,"P","1002P","C1002P08",105.826570828105,15.5549435072031,40.5,-92.88
"3009","C1002P091",10,1002,"P","1002P","C1002P09",123.912699491655,12.2995792635276,40.72,-93.29
"3010","C1002R011",10,1002,"R","1002R","C1002R01",287.615236770842,21.2073063008519,44.02,-96.78
"3011","C1002R031",10,1002,"R","1002R","C1002R03",187.877513948866,20.6301813880489,42.23,-97.85
"3012","C1002R041",10,1002,"R","1002R","C1002R04",126.988324478782,14.3239566284611,42.39,-97.86
"3013","C1002R051",10,1002,"R","1002R","C1002R05",328.52946041122,35.4892239740509,42.25,-97.89
"3014","C1002R991",10,1002,"R","1002R","C1002R99",31.6065328553731,12.1182598648252,42.18,-98.31
"3015","C1002W051",10,1002,"W","1002W","C1002W05",137.17654377766,13.0544375668366,44.08,-94.34
"3016","C1002W081",10,1002,"W","1002W","C1002W08",143.690960236388,14.2347964518446,45.1,-93.64
"3017","C1002W911",10,1002,"W","1002W","C1002W91",188.964232813287,17.2920567690641,44.12,-95.64
"3018","C1002W931",10,1002,"W","1002W","C1002W93",476.940146567923,45.6431305703707,45.25,-95.25
"3019","C1002W941",10,1002,"W","1002W","C1002W94",470.47244247469,48.8153376250328,45.07,-94.53
"3020","C1002X011",10,1002,"X","1002X","C1002X01",141.552262397641,13.326771696756,40.65,-94.15
"3021","C1002X021",10,1002,"X","1002X","C1002X02",123.947763485762,20.3329623663485,40.42,-93.09
"3022","C1002X031",10,1002,"X","1002X","C1002X03",99.8574457422744,18.8763296610172,40.51,-94.41
"3023","C1003C011",10,1003,"C","1003C","C1003C01",103.61287386567,7.46694425391928,40.04,-93.6
"3024","C1003C021",10,1003,"C","1003C","C1003C02",178.822496255869,19.1199184355716,42.45,-96.55
"3025","C1003C031",10,1003,"C","1003C","C1003C03",72.6937343728095,10.8619900208979,39.26,-92.86
"3026","C1003C041",10,1003,"C","1003C","C1003C04",325.789795875769,24.5451025766181,43.1,-96.26
"3027","C1003C051",10,1003,"C","1003C","C1003C05",217.352300507522,17.9937970173547,41.11,-95.24
"3028","C1003C061",10,1003,"C","1003C","C1003C06",160.365696874299,12.3312634489609,41.42,-98.06
"3029","C1003F031",10,1003,"F","1003F","C1003F03",186.049438035577,45.3179188866649,39.73,-94.93
"3030","C1003F041",10,1003,"F","1003F","C1003F04",166.038750083143,17.1583935061825,40.86,-95.94
"3031","C1003F051",10,1003,"F","1003F","C1003F05",71.5907616351206,7.66533202862903,46.46,-90.68
"3032","C1003F071",10,1003,"F","1003F","C1003F07",58.0823226218257,5.05539522617119,40.73,-92.03
"3033","C1003F091",10,1003,"F","1003F","C1003F09",428.037785267571,30.4295805358218,45.34,-91.39
"3034","C1003P011",10,1003,"P","1003P","C1003P01",108.779322229368,12.8504886695157,40.61,-93.68
"3035","C1003P021",10,1003,"P","1003P","C1003P02",169.050389285718,15.2627658298599,39.89,-93.17
"3036","C1003P031",10,1003,"P","1003P","C1003P03",82.1621534582052,23.5138304048487,41.48,-97.48
"3037","C1003P041",10,1003,"P","1003P","C1003P04",274.273369187806,27.7158418903665,44.45,-92.76
"3038","C1003P081",10,1003,"P","1003P","C1003P08",299.477790889767,41.0864732786712,42.78,-97.44
"3039","C1003R011",10,1003,"R","1003R","C1003R01",94.1102457606998,9.36966638577818,42.55,-97.73
"3040","C1003R031",10,1003,"R","1003R","C1003R03",116.99725760616,21.0265829930816,42.22,-97.59
"3041","C1003R041",10,1003,"R","1003R","C1003R04",142.863621550797,10.7686287643983,43.95,-96.7
"3042","C1003R051",10,1003,"R","1003R","C1003R05",101.920441705476,9.81461301620779,41.41,-98.07
"3043","C1003R081",10,1003,"R","1003R","C1003R08",31.4044418437748,2.91866533993709,42.05,-97.74
"3044","C1003W011",10,1003,"W","1003W","C1003W01",160.837512268785,12.6573403176632,41.44,-96.84
"3045","C1003W021",10,1003,"W","1003W","C1003W02",103.542606182407,3.70322133038932,46.92,-88.54
"3046","C1003W041",10,1003,"W","1003W","C1003W04",164.459083868756,19.1804489556863,44.31,-91.11
"3047","C1003W081",10,1003,"W","1003W","C1003W08",112.481349474523,17.6170377871056,39.9,-93.45
"3048","C1003W101",10,1003,"W","1003W","C1003W10",152.139641645194,21.9773869154295,45.18,-90.54
"3049","C1003X041",10,1003,"X","1003X","C1003X04",159.701681234412,15.9660518961942,39.85,-93.31
"3050","C1003X081",10,1003,"X","1003X","C1003X08",143.834001143543,12.8973831977349,40.22,-93.35
"3052","C1004C021",10,1004,"C","1004C","C1004C02",29.0186712487313,3.8221009034109,45.82,-94.74
"3053","C1004C031",10,1004,"C","1004C","C1004C03",74.333833009513,7.65010392322545,44.79,-89.01
"3054","C1004C041",10,1004,"C","1004C","C1004C04",57.8783821312104,2.88314312702076,44.13,-90.06
"3055","C1004C051",10,1004,"C","1004C","C1004C05",82.961441525824,18.7070141505393,45.13,-89.03
"3056","C1004C061",10,1004,"C","1004C","C1004C06",122.888300108743,8.82542011739835,44.21,-89.63
"3057","C1004C071",10,1004,"C","1004C","C1004C07",62.1214822649342,6.34008706211973,45.39,-91.78
"3059","C1004F021",10,1004,"F","1004F","C1004F02",129.718814740046,7.77739347342728,46,-94.94
"3060","C1004F031",10,1004,"F","1004F","C1004F03",57.645809910235,1.27170684989816,47.1,-94.96
"3061","C1004F041",10,1004,"F","1004F","C1004F04",65.2369792640874,3.09212442721685,46.87,-94.74
"3062","C1004F051",10,1004,"F","1004F","C1004F05",60.6669944728211,4.28864191269333,46.56,-90.57
"3063","C1004F071",10,1004,"F","1004F","C1004F07",74.6559930009809,10.7226368965369,44.09,-90.3
"3064","C1004F081",10,1004,"F","1004F","C1004F08",38.3556052943392,1.32846512789872,47.52,-95.22
"3066","C1004F111",10,1004,"F","1004F","C1004F11",70.5735603811213,1.84771684549706,45.74,-92.31
"3067","C1004F121",10,1004,"F","1004F","C1004F12",48.5523155356647,9.19235841696097,46.9,-94.37
"3068","C1004F131",10,1004,"F","1004F","C1004F13",74.9350408483193,10.0430846912636,45.9,-93.39
"3069","C1004F141",10,1004,"F","1004F","C1004F14",92.8863042461003,17.6890632198046,47.14,-95.33
"3070","C1004F151",10,1004,"F","1004F","C1004F15",31.4936394382642,1.15895020751687,45.44,-93.36
"3071","C1004F171",10,1004,"F","1004F","C1004F17",104.471079894202,10.3476169853102,46.53,-93.13
"3072","C1004F201",10,1004,"F","1004F","C1004F20",53.431606827483,2.97169943350295,47.22,-95.13
"3073","C1004P011",10,1004,"P","1004P","C1004P01",45.9577318490938,5.05744597755615,46.49,-94.9
"3074","C1004P031",10,1004,"P","1004P","C1004P03",134.390273902086,11.5711191853943,45.94,-93.22
"3076","C1004P081",10,1004,"P","1004P","C1004P08",56.9746992565938,8.2557853117663,45.1,-92.93
"3077","C1004P101",10,1004,"P","1004P","C1004P10",55.7503968033687,8.90397999114455,45.18,-92.61
"3078","C1004P971",10,1004,"P","1004P","C1004P97",43.0989424544183,1.9476730886951,45.28,-93.2
"3079","C1004R011",10,1004,"R","1004R","C1004R01",201.703342079531,26.1010502547234,45.29,-96.88
"3080","C1004R021",10,1004,"R","1004R","C1004R02",200.288398378631,20.4988512215506,45.21,-96.83
"3081","C1004R031",10,1004,"R","1004R","C1004R03",149.695016736611,14.5479222390066,45.47,-96.93
"3082","C1004X011",10,1004,"X","1004X","C1004X01",108.045246335899,9.36393490938851,45.14,-92.44
"3083","C1004X031",10,1004,"X","1004X","C1004X03",141.851188451196,24.3808963198941,48.82,-95.44
"3084","C1004X041",10,1004,"X","1004X","C1004X04",52.2778790815578,4.48758147436898,45.16,-92.06
"3085","C1005C011",10,1005,"C","1005C","C1005C01",206.626914210736,17.4851782860184,42.71,-89.65
"3086","C1005C021",10,1005,"C","1005C","C1005C02",218.035209753507,23.4560687975727,41.95,-91.23
"3087","C1005C041",10,1005,"C","1005C","C1005C04",231.948814006834,30.6134785084985,41.41,-95.08
"3088","C1005C051",10,1005,"C","1005C","C1005C05",208.490347814886,18.612767277076,41.53,-93.87
"3089","C1005C061",10,1005,"C","1005C","C1005C06",254.010641077697,23.920984773015,41.52,-94.97
"3090","C1005F021",10,1005,"F","1005F","C1005F02",146.222800861215,11.7460683716756,41.03,-96.25
"3091","C1005F031",10,1005,"F","1005F","C1005F03",217.985576280638,16.308647383531,43.68,-95.03
"3092","C1005F041",10,1005,"F","1005F","C1005F04",245.014760232068,21.6697691057084,42.11,-91.3
"3093","C1005F061",10,1005,"F","1005F","C1005F06",104.435745520969,16.9769359647228,43.17,-90.48
"3094","C1005F081",10,1005,"F","1005F","C1005F08",181.277039278763,18.9936079031396,39.93,-93.39
"3095","C1005P041",10,1005,"P","1005P","C1005P04",407.261265427672,34.7517899662472,44.3,-92.94
"3096","C1005P061",10,1005,"P","1005P","C1005P06",114.41552884426,11.4373926951437,45.64,-95.19
"3097","C1005P091",10,1005,"P","1005P","C1005P09",264.351799048784,27.6880831386672,41.58,-94.87
"3098","C1005P101",10,1005,"P","1005P","C1005P10",50.7091355734067,34.394762670506,41.85,-90.78
"3099","C1005P951",10,1005,"P","1005P","C1005P95",74.7920962110358,6.72576903418924,40.75,-94.4
"3100","C1005P961",10,1005,"P","1005P","C1005P96",437.673018567794,46.602697800923,42.2,-95.44
"3101","C1005P971",10,1005,"P","1005P","C1005P97",97.8661962832978,9.88739576364446,40.01,-94.37
"3102","C1005P981",10,1005,"P","1005P","C1005P98",365.275297022546,40.6556881505331,42.43,-91.67
"3103","C1005P991",10,1005,"P","1005P","C1005P99",260.410491448684,25.2829834582739,41.08,-95.51
"3104","C1005W011",10,1005,"W","1005W","C1005W01",328.938530491873,39.8782187881518,43.22,-95.27
"3105","C1005W021",10,1005,"W","1005W","C1005W02",277.176307293445,25.1826467795237,43.65,-96.77
"3106","C1005W031",10,1005,"W","1005W","C1005W03",1098.6930458519,79.2407037418574,45.89,-95.49
"3107","C1005W951",10,1005,"W","1005W","C1005W95",605.469406967783,59.0915168920346,45.46,-94.93
"3108","C1005W971",10,1005,"W","1005W","C1005W97",213.203556074633,20.5011671976479,42.5,-91.47
"3109","C1005X021",10,1005,"X","1005X","C1005X02",183.698439131121,11.0545238933846,43.01,-95.43
"3110","C1005X031",10,1005,"X","1005X","C1005X03",332.153955856745,28.5611249207148,43.5,-94.89
"3111","C1005X061",10,1005,"X","1005X","C1005X06",61.5654142645039,4.49434719142388,42.81,-92.67
"3112","C1006C011",10,1006,"C","1006C","C1006C01",140.424692598434,9.22506906695187,41.57,-98.12
"3113","C1006C021",10,1006,"C","1006C","C1006C02",125.196491608436,9.69679422331689,40.87,-93.5
"3114","C1006C031",10,1006,"C","1006C","C1006C03",27.3370432805497,0.839393470063637,42.54,-96.09
"3115","C1006C041",10,1006,"C","1006C","C1006C04",66.2176217071558,10.8399396189568,42.01,-92.97
"3116","C1006C051",10,1006,"C","1006C","C1006C05",68.045756046946,9.44467037748068,41.9,-90.41
"3117","C1006C061",10,1006,"C","1006C","C1006C06",28.6960927024771,3.66422480229122,42.59,-97.03
"3118","C1006C071",10,1006,"C","1006C","C1006C07",125.214017337203,11.790195249244,44.37,-93.17
"3119","C1006C081",10,1006,"C","1006C","C1006C08",107.935642339753,14.8308849998569,41.63,-96.43
"3120","C1006C091",10,1006,"C","1006C","C1006C09",177.470795994741,19.5462290029493,42.48,-95.16
"3121","C1006C101",10,1006,"C","1006C","C1006C10",80.7715225632204,9.44230752484474,42.28,-96.67
"3122","C1006C111",10,1006,"C","1006C","C1006C11",125.940870443694,18.2824985113962,42.16,-97.15
"3123","C1006C121",10,1006,"C","1006C","C1006C12",114.812250146723,23.8426258672718,42.18,-96.49
"3124","C1006C131",10,1006,"C","1006C","C1006C13",126.089942050984,13.6607377628274,41.47,-95.06
"3125","C1006C141",10,1006,"C","1006C","C1006C14",115.596972261799,12.5340216168741,43.55,-91.75
"3126","C1006C151",10,1006,"C","1006C","C1006C15",176.412176154734,16.4691731824419,40.25,-94.94
"3127","C1006C161",10,1006,"C","1006C","C1006C16",96.4553299898449,9.90788603602295,44.58,-95.95
"3128","C1006C171",10,1006,"C","1006C","C1006C17",132.704057337237,14.4158262017766,42.94,-90.81
"3129","C1006C191",10,1006,"C","1006C","C1006C19",73.5189270886233,21.8769233062964,41.11,-95.7
"3130","C1006C201",10,1006,"C","1006C","C1006C20",120.769034122597,10.7949776579954,43.83,-93.29
"3131","C1006C211",10,1006,"C","1006C","C1006C21",46.0827485462843,6.34860547273517,41.4,-98.27
"3132","C1006C221",10,1006,"C","1006C","C1006C22",40.857582222498,5.37565325750715,41.35,-95.6
"3133","C1006C231",10,1006,"C","1006C","C1006C23",110.087032958061,8.21131499451793,42.36,-91.67
"3134","C1006C241",10,1006,"C","1006C","C1006C24",79.9075075900506,11.3343556929893,42.29,-90.14
"3135","C1006C251",10,1006,"C","1006C","C1006C25",82.3355747034919,10.8700114382535,43.19,-96.49
"3136","C1006C261",10,1006,"C","1006C","C1006C26",242.49715717689,34.2800167910548,43.98,-92.1
"3137","C1006C271",10,1006,"C","1006C","C1006C27",69.1267520513189,9.13719747765138,44.47,-92.52
"3138","C1006C281",10,1006,"C","1006C","C1006C28",71.5921043205084,9.06911787280102,42.64,-90.85
"3139","C1006C301",10,1006,"C","1006C","C1006C30",149.535381875517,14.6372283892874,41.51,-95.05
"3140","C1006C311",10,1006,"C","1006C","C1006C31",112.927996140021,14.7670713024758,42.34,-95.75
"3141","C1006C321",10,1006,"C","1006C","C1006C32",90.7119290218541,11.4093856881799,42.47,-90.44
"3142","C1006C331",10,1006,"C","1006C","C1006C33",206.22103878506,18.2410468710228,41.49,-97.79
"3143","C1006C341",10,1006,"C","1006C","C1006C34",128.395827667003,14.4872075399014,41.23,-91.52
"3144","C1006C351",10,1006,"C","1006C","C1006C35",65.6451205048717,38.2088042777279,41.65,-90.72
"3145","C1006C361",10,1006,"C","1006C","C1006C36",111.465600284211,12.2952825736524,39.67,-95.23
"3146","C1006C371",10,1006,"C","1006C","C1006C37",64.5571979217995,8.16984678977932,41.73,-95.35
"3147","C1006C381",10,1006,"C","1006C","C1006C38",124.695135553307,14.7827006888789,41.12,-94.77
"3148","C1006F021",10,1006,"F","1006F","C1006F02",73.6848751867884,12.2588587012908,43.45,-91.64
"3149","C1006F031",10,1006,"F","1006F","C1006F03",115.349896209982,8.94001093974659,40.52,-93.47
"3150","C1006F041",10,1006,"F","1006F","C1006F04",62.6230833999645,6.47429038236554,43.16,-92.15
"3151","C1006F051",10,1006,"F","1006F","C1006F05",81.9554275844677,16.6949664656747,42.06,-93.93
"3152","C1006F061",10,1006,"F","1006F","C1006F06",107.396830416606,36.1273764828621,41.66,-91.6
"3153","C1006F081",10,1006,"F","1006F","C1006F08",51.397942357348,4.35069732916258,44.31,-91.34
"3154","C1006F091",10,1006,"F","1006F","C1006F09",103.456443481778,8.19596397581458,43.37,-91.28
"3155","C1006F101",10,1006,"F","1006F","C1006F10",126.49869774669,16.4106308482665,39.37,-94.76
"3156","C1006F111",10,1006,"F","1006F","C1006F11",97.4877195555296,11.3018399046901,44.49,-92.45
"3157","C1006F121",10,1006,"F","1006F","C1006F12",67.5404278763229,5.65071648462384,44,-91.17
"3158","C1006F951",10,1006,"F","1006F","C1006F95",97.1158659469446,14.1757196460997,39.63,-94.94
"3159","C1006P021",10,1006,"P","1006P","C1006P02",106.859312707893,8.15982510820044,44.08,-92.38
"3160","C1006P031",10,1006,"P","1006P","C1006P03",55.9142705763076,5.34733490710615,43.5,-90.33
"3161","C1006P061",10,1006,"P","1006P","C1006P06",115.802181634705,15.1464246220641,41.53,-94.64
"3162","C1006P071",10,1006,"P","1006P","C1006P07",60.2875361160844,5.8171158664924,43.35,-90.49
"3163","C1006P081",10,1006,"P","1006P","C1006P08",140.522621434664,16.1596963084379,41.58,-92.42
"3164","C1006P091",10,1006,"P","1006P","C1006P09",108.409078787903,9.85141603889052,40.41,-93.1
"3165","C1006P101",10,1006,"P","1006P","C1006P10",196.560168184602,17.5761512125174,40.69,-92.45
"3166","C1006P121",10,1006,"P","1006P","C1006P12",185.074004687886,17.6187916433621,41.24,-94.04
"3167","C1006P131",10,1006,"P","1006P","C1006P13",148.529251525787,14.3805098830224,42.82,-89.76
"3168","C1006P141",10,1006,"P","1006P","C1006P14",110.654238595553,8.5458336334801,40.21,-93.86
"3169","C1006P961",10,1006,"P","1006P","C1006P96",80.1489671297067,10.021063364456,41.4,-92.1
"3170","C1006P971",10,1006,"P","1006P","C1006P97",122.019437909987,18.6436734018048,39.59,-93.75
"3171","C1006P981",10,1006,"P","1006P","C1006P98",200.224178345502,20.4045213082026,43.31,-94.8
"3172","C1006R011",10,1006,"R","1006R","C1006R01",95.9571944946148,6.36128111762033,42.72,-97.29
"3173","C1006R021",10,1006,"R","1006R","C1006R02",93.0654728248533,12.1612517445961,41.92,-97.97
"3174","C1006R031",10,1006,"R","1006R","C1006R03",73.3512711078733,12.9036184150384,41.76,-98.06
"3175","C1006R041",10,1006,"R","1006R","C1006R04",66.8270101681558,15.4186385636586,42.54,-97.87
"3176","C1006R051",10,1006,"R","1006R","C1006R05",84.1121357622717,26.6062424294877,42.56,-97.81
"3177","C1006R071",10,1006,"R","1006R","C1006R07",53.4037399209358,4.43118593763653,42.1,-97.78
"3178","C1006R081",10,1006,"R","1006R","C1006R08",155.402570819453,16.2489792287356,42.82,-97.64
"3179","C1006X011",10,1006,"X","1006X","C1006X01",72.076698993425,4.81946962955428,42.46,-96.61
"3180","C1006X021",10,1006,"X","1006X","C1006X02",62.5415135733908,4.61844371586569,44.08,-92.06
"3181","C1006X081",10,1006,"X","1006X","C1006X08",115.330944130727,17.0446565032598,41.43,-96.01
"3182","C1007C011",10,1007,"C","1007C","C1007C01",1784.90998257123,146.103800579164,43.15,-93.6
"3183","C1007C021",10,1007,"C","1007C","C1007C02",1137.06491376902,93.2065125639112,44.37,-94.22
"3184","C1007C031",10,1007,"C","1007C","C1007C03",495.53744049974,38.2170383874619,43.65,-93.17
"3185","C1007C041",10,1007,"C","1007C","C1007C04",1036.24534358411,87.3596336554763,44.04,-93.04
"3186","C1007C061",10,1007,"C","1007C","C1007C06",716.278674318842,64.0095139978814,44.76,-93.98
"3187","C1007C071",10,1007,"C","1007C","C1007C07",614.317594634463,67.3851659164586,43.66,-94.02
"3189","C1007F021",10,1007,"F","1007F","C1007F02",3632.39368502897,117.975979621237,46.09,-87.9
"3190","C1007F031",10,1007,"F","1007F","C1007F03",1407.03353247383,44.8213033600265,46.52,-85.08
"3191","C1007F041",10,1007,"F","1007F","C1007F04",691.630068419023,44.5447701658109,45.98,-93.82
"3192","C1007F051",10,1007,"F","1007F","C1007F05",2799.83308366394,123.405673725014,48.59,-95.6
"3193","C1007F061",10,1007,"F","1007F","C1007F06",734.907047970266,30.2794786549146,48.54,-96.03
"3194","C1007P011",10,1007,"P","1007P","C1007P01",1521.63037422534,115.44294599863,44.73,-93.93
"3195","C1007P021",10,1007,"P","1007P","C1007P02",425.773479973353,33.7986862388136,46.8,-95.24
"3197","C1007P041",10,1007,"P","1007P","C1007P04",2578.99530598365,139.040242244357,46.68,-93.35
"3198","C1007P051",10,1007,"P","1007P","C1007P05",968.832249677975,88.1637474141633,46.9,-95.82
"3199","C1007P061",10,1007,"P","1007P","C1007P06",1913.43824978866,131.007392548869,46.9,-95.44
"3200","C1007W021",10,1007,"W","1007W","C1007W02",1196.6170962923,80.6816914049408,44.31,-89.59
"3201","C1007W031",10,1007,"W","1007W","C1007W03",3055.69187991252,171.567918406996,44.67,-89.54
"3202","C1007W041",10,1007,"W","1007W","C1007W04",3653.87982333073,148.405602100281,46.44,-85.43
"3204","C1007W101",10,1007,"W","1007W","C1007W10",1138.63683756973,64.8833628520417,46.12,-93.08
"3205","C1008C011",10,1008,"C","1008C","C1008C01",98.5296262008482,6.67453174026776,47.53,-96.08
"3207","C1008C031",10,1008,"C","1008C","C1008C03",173.428135820516,19.0729791307311,45.41,-96.49
"3208","C1008C041",10,1008,"C","1008C","C1008C04",76.6857503240408,5.35497858941287,45.87,-96.93
"3209","C1008C051",10,1008,"C","1008C","C1008C05",126.291920368911,11.0521054845029,45.87,-95.8
"3210","C1008F011",10,1008,"F","1008F","C1008F01",104.229203782091,6.3144500812337,45.63,-89.84
"3212","C1008F041",10,1008,"F","1008F","C1008F04",348.030271443186,25.4782797645742,46.37,-95.08
"3213","C1008F051",10,1008,"F","1008F","C1008F05",95.0455693332239,7.58611275079167,46.95,-88.17
"3214","C1008F061",10,1008,"F","1008F","C1008F06",109.175040140096,25.015505841755,45.57,-89.03
